n,clave,huella,empresa,fuente,token,id_externo,titulo,ubicacion,url,publicada,descubierta,cerrada,prefiltro,motivo,tipo_rol,puntaje,desglose,banderas,estado,notificada
77,greenhouse:sezzle:6110229003,sezzle:mobileengineerchilealllevels,Sezzle,greenhouse,sezzle,6110229003,"Mobile Engineer (Chile, All Levels)","Chile, Remote",https://job-boards.greenhouse.io/sezzle/jobs/6110229003,2024-09-05T13:17:58-04:00,2026-09-21T16:33:41-05:00,,no,ubicacion fuera de Colombia/LATAM/remoto global,desarrollo,,,,nueva,
78,greenhouse:sezzle:6110239003,sezzle:mobileengineercolombiaalllevels,Sezzle,greenhouse,sezzle,6110239003,"Mobile Engineer (Colombia, All Levels)","Colombia, Remote",https://job-boards.greenhouse.io/sezzle/jobs/6110239003,2024-09-05T13:23:15-04:00,2026-09-21T16:33:41-05:00,,si,ubicacion compatible,desarrollo,5.5,"stack 4.2 (bruto 10.5) | seniority 6 (sin_marca, desarrollo) | contexto 8",,nueva,
79,greenhouse:sezzle:6037486003,sezzle:mobileengineerlatamalllevels,Sezzle,greenhouse,sezzle,6037486003,"Mobile Engineer (LATAM, All Levels)",Latin America,https://job-boards.greenhouse.io/sezzle/jobs/6037486003,2024-06-27T09:12:00-04:00,2026-09-21T16:33:41-05:00,,si,ubicacion compatible,desarrollo,5.5,"stack 4.2 (bruto 10.5) | seniority 6 (sin_marca, desarrollo) | contexto 8",,nueva,
80,greenhouse:sezzle:7541142003,sezzle:mobileengineermexicoalllevels,Sezzle,greenhouse,sezzle,7541142003,"Mobile Engineer (Mexico, All Levels)","Mexico, Remote",https://job-boards.greenhouse.io/sezzle/jobs/7541142003,2025-11-26T17:44:16-05:00,2026-09-21T16:33:41-05:00,,no,ubicacion fuera de Colombia/LATAM/remoto global,desarrollo,,,,nueva,
81,greenhouse:sezzle:7541145003,sezzle:mobileengineerturkeyalllevels,Sezzle,greenhouse,sezzle,7541145003,"Mobile Engineer (Turkey, All Levels)","Türkiye, Remote",https://job-boards.greenhouse.io/sezzle/jobs/7541145003,2025-11-26T17:48:03-05:00,2026-09-21T16:33:41-05:00,,no,ubicacion fuera de Colombia/LATAM/remoto global,desarrollo,,,,nueva,
82,greenhouse:sezzle:7638791003,sezzle:multimediadesignintern,Sezzle,greenhouse,sezzle,7638791003,Multi Media Design Intern,"Bogota, Colombia",https://job-boards.greenhouse.io/sezzle/jobs/7638791003,2026-02-23T18:21:45-05:00,2026-09-21T16:33:41-05:00,,no,titulo fuera de perfil,desarrollo,,,,nueva,
83,greenhouse:sezzle:7712191003,sezzle:payrollcompensationbenefitsintern,Sezzle,greenhouse,sezzle,7712191003,"Payroll, Compensation & Benefits Intern","Bogota, Colombia",https://job-boards.greenhouse.io/sezzle/jobs/7712191003,2026-04-24T09:26:45-04:00,2026-09-21T16:33:41-05:00,,no,titulo fuera de perfil,desarrollo,,,,nueva,
84,greenhouse:sezzle:7998737003,sezzle:practicanteenproductmanagement,Sezzle,greenhouse,sezzle,7998737003,Practicante en Product Management,"Colombia, Remote",https://job-boards.greenhouse.io/sezzle/jobs/7998737003,2026-09-17T16:42:14-04:00,2026-09-21T16:33:41-05:00,,no,titulo fuera de perfil,desarrollo,,,,nueva,
85,greenhouse:sezzle:7993260003,sezzle:principalinfrastructureengineer,Sezzle,greenhouse,sezzle,7993260003,Principal Infrastructure Engineer,"Türkiye, Remote",https://job-boards.greenhouse.io/sezzle/jobs/7993260003,2026-09-11T18:01:29-04:00,2026-09-21T16:33:41-05:00,,no,ubicacion fuera de Colombia/LATAM/remoto global,desarrollo,,,,nueva,
86,greenhouse:sezzle:7993261003,sezzle:principalinfrastructureengineer,Sezzle,greenhouse,sezzle,7993261003,Principal Infrastructure Engineer,"Argentina, Remote",https://job-boards.greenhouse.io/sezzle/jobs/7993261003,2026-09-11T18:01:32-04:00,2026-09-21T16:33:41-05:00,,no,ubicacion fuera de Colombia/LATAM/remoto global,desarrollo,,,,nueva,
87,greenhouse:sezzle:7993258003,sezzle:principalinfrastructureengineer,Sezzle,greenhouse,sezzle,7993258003,Principal Infrastructure Engineer,"Brazil, Remote",https://job-boards.greenhouse.io/sezzle/jobs/7993258003,2026-09-11T18:01:27-04:00,2026-09-21T16:33:41-05:00,,no,ubicacion fuera de Colombia/LATAM/remoto global,desarrollo,,,,nueva,
88,greenhouse:sezzle:7993257003,sezzle:principalinfrastructureengineer,Sezzle,greenhouse,sezzle,7993257003,Principal Infrastructure Engineer,"Bogota, Colombia",https://job-boards.greenhouse.io/sezzle/jobs/7993257003,2026-09-11T18:01:26-04:00,2026-09-21T16:33:41-05:00,,si,ubicacion compatible,desarrollo,0,"stack 2.8 (bruto 7) | seniority 0 (top, desarrollo) | contexto 10",KNOCKOUT: seniority 'top' fuera de alcance en rol de desarrollo || BRECHA: piden 12+ anos de experiencia,nueva,
89,greenhouse:sezzle:7993237003,sezzle:principalinfrastructureengineer,Sezzle,greenhouse,sezzle,7993237003,Principal Infrastructure Engineer,Latin America,https://job-boards.greenhouse.io/sezzle/jobs/7993237003,2026-09-11T18:01:23-04:00,2026-09-21T16:33:41-05:00,,si,ubicacion compatible,desarrollo,0,"stack 2.8 (bruto 7) | seniority 0 (top, desarrollo) | contexto 10",KNOCKOUT: seniority 'top' fuera de alcance en rol de desarrollo || BRECHA: piden 12+ anos de experiencia,nueva,
90,greenhouse:sezzle:7994196003,sezzle:principalinfrastructureengineer,Sezzle,greenhouse,sezzle,7994196003,Principal Infrastructure Engineer,Spain,https://job-boards.greenhouse.io/sezzle/jobs/7994196003,2026-09-14T10:47:48-04:00,2026-09-21T16:33:41-05:00,,no,ubicacion fuera de Colombia/LATAM/remoto global,desarrollo,,,,nueva,
91,greenhouse:sezzle:7994204003,sezzle:principalinfrastructureengineer,Sezzle,greenhouse,sezzle,7994204003,Principal Infrastructure Engineer,"France, Remote",https://job-boards.greenhouse.io/sezzle/jobs/7994204003,2026-09-14T17:46:18-04:00,2026-09-21T16:33:41-05:00,,no,ubicacion fuera de Colombia/LATAM/remoto global,desarrollo,,,,nueva,
92,greenhouse:sezzle:7994136003,sezzle:principalinfrastructureengineer,Sezzle,greenhouse,sezzle,7994136003,Principal Infrastructure Engineer,"Netherlands, Remote",https://job-boards.greenhouse.io/sezzle/jobs/7994136003,2026-09-14T09:57:57-04:00,2026-09-21T16:33:41-05:00,,no,ubicacion fuera de Colombia/LATAM/remoto global,desarrollo,,,,nueva,
93,greenhouse:sezzle:7994135003,sezzle:principalinfrastructureengineer,Sezzle,greenhouse,sezzle,7994135003,Principal Infrastructure Engineer,"Germany, Remote",https://job-boards.greenhouse.io/sezzle/jobs/7994135003,2026-09-14T09:56:26-04:00,2026-09-21T16:33:41-05:00,,no,ubicacion fuera de Colombia/LATAM/remoto global,desarrollo,,,,nueva,
94,greenhouse:sezzle:7993778003,sezzle:principalinfrastructureengineer,Sezzle,greenhouse,sezzle,7993778003,Principal Infrastructure Engineer,"Poland, Remote",https://job-boards.greenhouse.io/sezzle/jobs/7993778003,2026-09-13T15:41:27-04:00,2026-09-21T16:33:41-05:00,,no,ubicacion fuera de Colombia/LATAM/remoto global,desarrollo,,,,nueva,
95,greenhouse:sezzle:7993262003,sezzle:principalinfrastructureengineer,Sezzle,greenhouse,sezzle,7993262003,Principal Infrastructure Engineer,"Mexico, Remote",https://job-boards.greenhouse.io/sezzle/jobs/7993262003,2026-09-11T18:01:36-04:00,2026-09-21T16:33:41-05:00,,no,ubicacion fuera de Colombia/LATAM/remoto global,desarrollo,,,,nueva,
96,greenhouse:sezzle:7820897003,sezzle:principalsoftwareengineeridentityaccessmanagement,Sezzle,greenhouse,sezzle,7820897003,Principal Software Engineer - Identity & Access Management,"Mexico, Remote",https://job-boards.greenhouse.io/sezzle/jobs/7820897003,2026-07-30T09:15:14-04:00,2026-09-21T16:33:41-05:00,,no,ubicacion fuera de Colombia/LATAM/remoto global,desarrollo,,,,nueva,
97,greenhouse:sezzle:7824621003,sezzle:principalsoftwareengineeridentityaccessmanagement,Sezzle,greenhouse,sezzle,7824621003,Principal Software Engineer - Identity & Access Management,Spain,https://job-boards.greenhouse.io/sezzle/jobs/7824621003,2026-08-03T15:28:13-04:00,2026-09-21T16:33:41-05:00,,no,ubicacion fuera de Colombia/LATAM/remoto global,desarrollo,,,,nueva,
98,greenhouse:sezzle:7820900003,sezzle:principalsoftwareengineeridentityaccessmanagement,Sezzle,greenhouse,sezzle,7820900003,Principal Software Engineer - Identity & Access Management,"India, Remote",https://job-boards.greenhouse.io/sezzle/jobs/7820900003,2026-07-30T09:15:17-04:00,2026-09-21T16:33:41-05:00,,no,ubicacion fuera de Colombia/LATAM/remoto global,desarrollo,,,,nueva,
99,greenhouse:sezzle:7820899003,sezzle:principalsoftwareengineeridentityaccessmanagement,Sezzle,greenhouse,sezzle,7820899003,Principal Software Engineer - Identity & Access Management,"Türkiye, Remote",https://job-boards.greenhouse.io/sezzle/jobs/7820899003,2026-07-30T09:15:16-04:00,2026-09-21T16:33:41-05:00,,no,ubicacion fuera de Colombia/LATAM/remoto global,desarrollo,,,,nueva,
100,greenhouse:sezzle:7820898003,sezzle:principalsoftwareengineeridentityaccessmanagement,Sezzle,greenhouse,sezzle,7820898003,Principal Software Engineer - Identity & Access Management,"Brazil, Remote",https://job-boards.greenhouse.io/sezzle/jobs/7820898003,2026-07-30T09:15:15-04:00,2026-09-21T16:33:41-05:00,,no,ubicacion fuera de Colombia/LATAM/remoto global,desarrollo,,,,nueva,
101,greenhouse:sezzle:7820896003,sezzle:principalsoftwareengineeridentityaccessmanagement,Sezzle,greenhouse,sezzle,7820896003,Principal Software Engineer - Identity & Access Management,"Chile, Remote",https://job-boards.greenhouse.io/sezzle/jobs/7820896003,2026-07-30T09:15:13-04:00,2026-09-21T16:33:41-05:00,,no,ubicacion fuera de Colombia/LATAM/remoto global,desarrollo,,,,nueva,
102,greenhouse:sezzle:7820895003,sezzle:principalsoftwareengineeridentityaccessmanagement,Sezzle,greenhouse,sezzle,7820895003,Principal Software Engineer - Identity & Access Management,"Colombia, Remote",https://job-boards.greenhouse.io/sezzle/jobs/7820895003,2026-07-30T09:15:12-04:00,2026-09-21T16:33:41-05:00,,si,ubicacion compatible,desarrollo,0,"stack 5.6 (bruto 14) | seniority 0 (top, desarrollo) | contexto 10",KNOCKOUT: seniority 'top' fuera de alcance en rol de desarrollo || BRECHA: piden 12+ anos de experiencia,nueva,
103,greenhouse:sezzle:7820894003,sezzle:principalsoftwareengineeridentityaccessmanagement,Sezzle,greenhouse,sezzle,7820894003,Principal Software Engineer - Identity & Access Management,"Argentina, Remote",https://job-boards.greenhouse.io/sezzle/jobs/7820894003,2026-07-30T09:15:11-04:00,2026-09-21T16:33:41-05:00,,no,ubicacion fuera de Colombia/LATAM/remoto global,desarrollo,,,,nueva,
104,greenhouse:sezzle:7820893003,sezzle:principalsoftwareengineeridentityaccessmanagement,Sezzle,greenhouse,sezzle,7820893003,Principal Software Engineer - Identity & Access Management,Latin America,https://job-boards.greenhouse.io/sezzle/jobs/7820893003,2026-07-30T09:15:11-04:00,2026-09-21T16:33:41-05:00,,si,ubicacion compatible,desarrollo,0,"stack 5.6 (bruto 14) | seniority 0 (top, desarrollo) | contexto 10",KNOCKOUT: seniority 'top' fuera de alcance en rol de desarrollo || BRECHA: piden 12+ anos de experiencia,nueva,
105,greenhouse:sezzle:7742208003,sezzle:privacymanager,Sezzle,greenhouse,sezzle,7742208003,Privacy Manager,"United States, Remote",https://job-boards.greenhouse.io/sezzle/jobs/7742208003,2026-05-21T12:47:07-04:00,2026-09-21T16:33:41-05:00,,no,titulo fuera de perfil,desarrollo,,,,nueva,
106,greenhouse:sezzle:8000825003,sezzle:productdataintern,Sezzle,greenhouse,sezzle,8000825003,Product Data Intern,Peru,https://job-boards.greenhouse.io/sezzle/jobs/8000825003,2026-09-21T10:07:00-04:00,2026-09-21T16:33:41-05:00,,no,ubicacion fuera de Colombia/LATAM/remoto global,desarrollo,,,,nueva,
107,greenhouse:sezzle:6685976003,sezzle:productdataintern,Sezzle,greenhouse,sezzle,6685976003,Product Data Intern,"Colombia, Remote",https://job-boards.greenhouse.io/sezzle/jobs/6685976003,2025-09-12T17:59:14-04:00,2026-09-21T16:33:41-05:00,,si,ubicacion compatible,desarrollo,0,"stack 1.6 (bruto 4) | seniority 4 (intern, desarrollo) | contexto 8",KNOCKOUT: stack 1.6 bajo el piso de 2.0 || RIESGO: exigen ingles alto,nueva,
108,greenhouse:sezzle:7559727003,sezzle:productdesignintern,Sezzle,greenhouse,sezzle,7559727003,Product Design Intern,"Colombia, Remote",https://job-boards.greenhouse.io/sezzle/jobs/7559727003,2025-12-11T11:45:52-05:00,2026-09-21T16:33:41-05:00,,no,titulo fuera de perfil,desarrollo,,,,nueva,
109,greenhouse:sezzle:7979213003,sezzle:productdesignintern,Sezzle,greenhouse,sezzle,7979213003,Product Design Intern,"Brazil, Remote",https://job-boards.greenhouse.io/sezzle/jobs/7979213003,2026-08-27T09:57:28-04:00,2026-09-21T16:33:41-05:00,,no,titulo fuera de perfil,desarrollo,,,,nueva,
110,greenhouse:sezzle:6599073003,sezzle:productintern,Sezzle,greenhouse,sezzle,6599073003,Product Intern,"Canada, Remote",https://job-boards.greenhouse.io/sezzle/jobs/6599073003,2025-06-04T13:03:23-04:00,2026-09-21T16:33:41-05:00,,no,titulo fuera de perfil,desarrollo,,,,nueva,
111,greenhouse:sezzle:7537957003,sezzle:productmanagementintern,Sezzle,greenhouse,sezzle,7537957003,Product Management Intern,"Colombia, Remote",https://job-boards.greenhouse.io/sezzle/jobs/7537957003,2025-11-24T13:17:14-05:00,2026-09-21T16:33:41-05:00,,no,titulo fuera de perfil,desarrollo,,,,nueva,
112,greenhouse:sezzle:7998740003,sezzle:productmanagementintern,Sezzle,greenhouse,sezzle,7998740003,Product Management Intern,Peru,https://job-boards.greenhouse.io/sezzle/jobs/7998740003,2026-09-17T16:44:24-04:00,2026-09-21T16:33:41-05:00,,no,titulo fuera de perfil,desarrollo,,,,nueva,
113,greenhouse:sezzle:7994389003,sezzle:productmarketingassociaterewards,Sezzle,greenhouse,sezzle,7994389003,"Product Marketing Associate, Rewards","Argentina, Remote",https://job-boards.greenhouse.io/sezzle/jobs/7994389003,2026-09-14T12:32:40-04:00,2026-09-21T16:33:41-05:00,,no,titulo fuera de perfil,desarrollo,,,,nueva,
114,greenhouse:sezzle:7994383003,sezzle:productmarketingassociaterewards,Sezzle,greenhouse,sezzle,7994383003,"Product Marketing Associate, Rewards",Latin America,https://job-boards.greenhouse.io/sezzle/jobs/7994383003,2026-09-14T12:32:41-04:00,2026-09-21T16:33:41-05:00,,no,titulo fuera de perfil,desarrollo,,,,nueva,
115,greenhouse:sezzle:7985984003,sezzle:productmarketingassociaterewards,Sezzle,greenhouse,sezzle,7985984003,"Product Marketing Associate, Rewards","Colombia, Remote",https://job-boards.greenhouse.io/sezzle/jobs/7985984003,2026-09-04T11:20:42-04:00,2026-09-21T16:33:41-05:00,,no,titulo fuera de perfil,desarrollo,,,,nueva,
116,greenhouse:sezzle:7994464003,sezzle:productmarketingassociaterewards,Sezzle,greenhouse,sezzle,7994464003,"Product Marketing Associate, Rewards","Chile, Remote",https://job-boards.greenhouse.io/sezzle/jobs/7994464003,2026-09-14T12:38:37-04:00,2026-09-21T16:33:41-05:00,,no,titulo fuera de perfil,desarrollo,,,,nueva,
117,greenhouse:sezzle:7994403003,sezzle:productmarketingassociaterewards,Sezzle,greenhouse,sezzle,7994403003,"Product Marketing Associate, Rewards","Mexico, Remote",https://job-boards.greenhouse.io/sezzle/jobs/7994403003,2026-09-14T12:37:16-04:00,2026-09-21T16:33:41-05:00,,no,titulo fuera de perfil,desarrollo,,,,nueva,
118,greenhouse:sezzle:7994402003,sezzle:productmarketingassociaterewards,Sezzle,greenhouse,sezzle,7994402003,"Product Marketing Associate, Rewards","Brazil, Remote",https://job-boards.greenhouse.io/sezzle/jobs/7994402003,2026-09-14T12:35:55-04:00,2026-09-21T16:33:41-05:00,,no,titulo fuera de perfil,desarrollo,,,,nueva,
119,greenhouse:sezzle:7778953003,sezzle:regulatoryfinancialreportingmanager,Sezzle,greenhouse,sezzle,7778953003,Regulatory Financial Reporting Manager,"United States, Remote",https://job-boards.greenhouse.io/sezzle/jobs/7778953003,2026-06-19T12:56:26-04:00,2026-09-21T16:33:41-05:00,,no,titulo fuera de perfil,desarrollo,,,,nueva,
120,greenhouse:sezzle:7797680003,sezzle:salesdirectorgovernmentpayments,Sezzle,greenhouse,sezzle,7797680003,"Sales Director, Government Payments","Minneapolis, United States",https://job-boards.greenhouse.io/sezzle/jobs/7797680003,2026-07-07T13:51:40-04:00,2026-09-21T16:33:41-05:00,,no,titulo fuera de perfil,desarrollo,,,,nueva,
121,greenhouse:sezzle:7906517003,sezzle:securityinfrastructureengineerintern,Sezzle,greenhouse,sezzle,7906517003,Security Infrastructure Engineer Intern,Peru,https://job-boards.greenhouse.io/sezzle/jobs/7906517003,2026-08-19T16:22:11-04:00,2026-09-21T16:33:41-05:00,,no,ubicacion fuera de Colombia/LATAM/remoto global,desarrollo,,,,nueva,
122,greenhouse:sezzle:7694916003,sezzle:securityinfrastructureengineerintern,Sezzle,greenhouse,sezzle,7694916003,Security Infrastructure Engineer Intern,"Colombia, Remote",https://job-boards.greenhouse.io/sezzle/jobs/7694916003,2026-04-09T11:20:31-04:00,2026-09-21T16:33:41-05:00,,si,ubicacion compatible,desarrollo,4.4,"stack 3.2 (bruto 8) | seniority 4 (intern, desarrollo) | contexto 8",,nueva,
123,greenhouse:sezzle:7725284003,sezzle:seniordatabasereliabilityengineer,Sezzle,greenhouse,sezzle,7725284003,Senior Database Reliability Engineer,"Brazil, Remote",https://job-boards.greenhouse.io/sezzle/jobs/7725284003,2026-05-05T18:51:41-04:00,2026-09-21T16:33:41-05:00,,no,ubicacion fuera de Colombia/LATAM/remoto global,desarrollo,,,,nueva,
124,greenhouse:sezzle:7725283003,sezzle:seniordatabasereliabilityengineer,Sezzle,greenhouse,sezzle,7725283003,Senior Database Reliability Engineer,"Mexico, Remote",https://job-boards.greenhouse.io/sezzle/jobs/7725283003,2026-05-05T18:51:40-04:00,2026-09-21T16:33:41-05:00,,no,ubicacion fuera de Colombia/LATAM/remoto global,desarrollo,,,,nueva,
125,greenhouse:sezzle:7725286003,sezzle:seniordatabasereliabilityengineer,Sezzle,greenhouse,sezzle,7725286003,Senior Database Reliability Engineer,"India, Remote",https://job-boards.greenhouse.io/sezzle/jobs/7725286003,2026-08-24T09:43:32-04:00,2026-09-21T16:33:41-05:00,,no,ubicacion fuera de Colombia/LATAM/remoto global,desarrollo,,,,nueva,
126,greenhouse:sezzle:7725282003,sezzle:seniordatabasereliabilityengineer,Sezzle,greenhouse,sezzle,7725282003,Senior Database Reliability Engineer,"Chile, Remote",https://job-boards.greenhouse.io/sezzle/jobs/7725282003,2026-05-05T18:51:38-04:00,2026-09-21T16:33:41-05:00,,no,ubicacion fuera de Colombia/LATAM/remoto global,desarrollo,,,,nueva,
127,greenhouse:sezzle:7725281003,sezzle:seniordatabasereliabilityengineer,Sezzle,greenhouse,sezzle,7725281003,Senior Database Reliability Engineer,Latin America,https://job-boards.greenhouse.io/sezzle/jobs/7725281003,2026-05-05T18:51:37-04:00,2026-09-21T16:33:41-05:00,,si,ubicacion compatible,desarrollo,5,"stack 4.2 (bruto 10.5) | seniority 3 (senior, desarrollo) | contexto 10",BRECHA: titulo 'senior' en rol de desarrollo || BRECHA: piden 6+ anos de experiencia,nueva,
128,greenhouse:sezzle:7725280003,sezzle:seniordatabasereliabilityengineer,Sezzle,greenhouse,sezzle,7725280003,Senior Database Reliability Engineer,"Argentina, Remote",https://job-boards.greenhouse.io/sezzle/jobs/7725280003,2026-05-05T18:51:36-04:00,2026-09-21T16:33:41-05:00,,no,ubicacion fuera de Colombia/LATAM/remoto global,desarrollo,,,,nueva,
129,greenhouse:sezzle:7725279003,sezzle:seniordatabasereliabilityengineer,Sezzle,greenhouse,sezzle,7725279003,Senior Database Reliability Engineer,"Bogota, Colombia",https://job-boards.greenhouse.io/sezzle/jobs/7725279003,2026-05-05T18:51:35-04:00,2026-09-21T16:33:41-05:00,,si,ubicacion compatible,desarrollo,5,"stack 4.2 (bruto 10.5) | seniority 3 (senior, desarrollo) | contexto 10",BRECHA: titulo 'senior' en rol de desarrollo || BRECHA: piden 6+ anos de experiencia,nueva,
130,greenhouse:sezzle:7725285003,sezzle:seniordatabasereliabilityengineer,Sezzle,greenhouse,sezzle,7725285003,Senior Database Reliability Engineer,"Türkiye, Remote",https://job-boards.greenhouse.io/sezzle/jobs/7725285003,2026-08-24T09:43:30-04:00,2026-09-21T16:33:41-05:00,,no,ubicacion fuera de Colombia/LATAM/remoto global,desarrollo,,,,nueva,
131,greenhouse:sezzle:7735740003,sezzle:senioritoperationsanalystturkiye,Sezzle,greenhouse,sezzle,7735740003,Senior IT Operations Analyst (Türkiye),"Türkiye, Remote",https://job-boards.greenhouse.io/sezzle/jobs/7735740003,2026-05-15T20:00:16-04:00,2026-09-21T16:33:41-05:00,,no,titulo fuera de perfil,automatizacion,,,,nueva,
132,greenhouse:sezzle:7779214003,sezzle:seniorpaymentsengineeracquiringpaymentprocessing,Sezzle,greenhouse,sezzle,7779214003,Senior Payments Engineer — Acquiring & Payment Processing,"Bogota, Colombia",https://job-boards.greenhouse.io/sezzle/jobs/7779214003,2026-06-22T10:21:55-04:00,2026-09-21T16:33:41-05:00,,si,ubicacion compatible,desarrollo,5.8,"stack 5.8 (bruto 14.5) | seniority 3 (senior, desarrollo) | contexto 10",BRECHA: titulo 'senior' en rol de desarrollo || BRECHA: piden 7+ anos de experiencia,nueva,
